ISO28178							
ORIGINATOR "CGATS"							
FILE_DESCRIPTOR "CGATS21-2-CRPC5"							
# Characterized Reference Printing Condition 5, Universal Pub Coated							
CREATED "December, 2012"							
MEASUREMENT_GEOMETRY "ISO 13655 - Reflection, M1, white backing"							
FILTER "D50"							
# Reference White Point (LAB) = 92.00  0.00  0.00							
# Reference Black Point (LAB) = 9.20  0.00  1.86							
NUMBER_OF_FIELDS 8							
BEGIN_DATA_FORMAT							
SAMPLE_ID CMYK_C CMYK_M CMYK_Y CMYK_K LAB_L LAB_A LAB_B							
END_DATA_FORMAT							
NUMBER_OF_SETS 1617							
BEGIN_DATA							
341	10	85	40	0	49.9	54.79	11.5
342	10	100	40	0	46.14	62.99	10.54
343	20	0	40	0	82.36	-10.74	22.89
344	20	10	40	0	77.78	-5.17	20.16
345	20	20	40	0	73.37	0.97	17.75
346	20	30	40	0	69.04	7.67	15.52
347	20	40	40	0	64.72	14.77	13.41
348	20	55	40	0	58.34	25.98	10.55
349	20	70	40	0	52.06	38.45	8.18
350	20	85	40	0	46.89	49.65	6.55
351	20	100	40	0	43.5	57.34	5.64
352	30	0	40	0	78.82	-15.08	17.73
353	30	10	40	0	74.31	-9.66	15.12
354	30	20	40	0	69.99	-3.67	12.81
355	30	30	40	0	65.77	2.89	10.71
356	30	40	40	0	61.56	9.86	8.7
357	30	55	40	0	55.3	20.86	5.91
358	30	70	40	0	49.09	33.31	3.5
359	30	85	40	0	44.12	44.29	1.85
360	30	100	40	0	41.01	51.58	0.96
361	40	0	40	0	75.25	-19.66	12.55
362	40	10	40	0	70.96	-14.19	10.26
363	40	20	40	0	66.8	-8.25	8.16
364	40	30	40	0	62.71	-1.82	6.19
365	40	40	40	0	58.64	4.92	4.27
366	40	55	40	0	52.57	15.74	1.62
367	40	70	40	0	46.54	28.02	-0.76
368	40	85	40	0	41.68	38.84	-2.46
369	40	100	40	0	38.71	45.86	-3.37
370	55	0	40	0	69.84	-26.89	4.64
371	55	10	40	0	65.97	-21.24	2.96
372	55	20	40	0	62.13	-15.47	1.23
373	55	30	40	0	58.26	-9.25	-0.5
374	55	40	40	0	54.42	-2.82	-2.23
375	55	55	40	0	48.65	7.77	-4.66
376	55	70	40	0	42.92	19.72	-6.92
377	55	85	40	0	38.28	30.24	-8.62
378	55	100	40	0	35.44	37.07	-9.56
379	70	0	40	0	64.45	-34.75	-3.2
380	70	10	40	0	60.97	-29.15	-4.46
381	70	20	40	0	57.49	-23.53	-5.82
382	70	30	40	0	53.91	-17.5	-7.22
383	70	40	40	0	50.36	-11.19	-8.65
384	70	55	40	0	44.94	-0.97	-10.83
385	70	70	40	0	39.49	10.55	-12.95
386	70	85	40	0	35.04	20.71	-14.62
387	70	100	40	0	32.26	27.33	-15.62
388	85	0	40	0	59.39	-42.72	-10.54
389	85	10	40	0	56.23	-37.32	-11.54
390	85	20	40	0	53.1	-31.95	-12.57
391	85	30	40	0	49.85	-26.15	-13.67
392	85	40	40	0	46.55	-19.97	-14.85
393	85	55	40	0	41.54	-10.16	-16.66
394	85	70	40	0	36.36	0.95	-18.63
395	85	85	40	0	32.02	10.79	-20.3
396	85	100	40	0	29.28	17.21	-21.35
397	100	0	40	0	55.78	-48.6	-15.81
398	100	10	40	0	52.94	-43.36	-16.53
399	100	20	40	0	50.09	-38.13	-17.29
400	100	30	40	0	47.1	-32.47	-18.13
401	100	40	40	0	43.97	-26.33	-19.13
402	100	55	40	0	39.24	-16.78	-20.68
403	100	70	40	0	34.27	-6.07	-22.52
404	100	85	40	0	29.98	3.53	-24.19
405	100	100	40	0	27.17	9.84	-25.32
406	0	0	55	0	88.64	-3.13	46.96
407	0	10	55	0	84.29	3.59	43.64
408	0	20	55	0	80.16	9.96	40.71
409	0	30	55	0	75.93	16.7	37.71
410	0	40	55	0	71.7	23.7	34.93
411	0	55	55	0	65.24	34.85	30.88
412	0	70	55	0	58.88	46.85	27.47
413	0	85	55	0	52.96	58.77	24.78
414	0	100	55	0	48.76	67.54	23.1
415	10	0	55	0	85.17	-7.52	41.5
416	10	10	55	0	80.74	-1.39	38.44
417	10	20	55	0	76.53	5.04	35.49
418	10	30	55	0	72.26	11.79	32.53
419	10	40	55	0	67.98	18.86	29.75
420	10	55	55	0	61.54	30.05	25.74
421	10	70	55	0	55.25	42.36	22.35
422	10	85	55	0	49.84	53.75	19.76
423	10	100	55	0	46.12	61.89	18.19
